"Empresa","IdConcepto","NombreConcepto","ClaseConcepto","CLASE2","CLASE3","CODIGOAFIP","EsRemunerativo","Apariciones","MontoTotal"
"EMPR0009","99999915","CUOTA ALIMENTARIA","6","0","1","820000","False","27","-2224106,32"
"EMPR0009","99999916","CUOTA ALIMENTARIA RETROACTIVA","6","0","1","820000","False","26","-75000,00"
"EMPR0009","99999917","REINTEGRO","6","0","19","820000","False","25","100000,00"
"EMPR0010","1000","Sueldo básico","1","1","1","110000","True","160","64613406,92"
"EMPR0010","1001","Sueldo básico","1","1","1","110000","True","28","18053784,85"
"EMPR0010","1002","Sueldo básico eventuales","1","1","1","110000","True","42","734632,32"
"EMPR0010","2000","Presentismo Completo","2","4","1","170001","True","162","6518895,12"
"EMPR0010","2001","Presentismo Perfecto","2","4","1","170001","True","161","3232098,88"
"EMPR0010","2002","SAC 1er Semestre","2","7","3","120001","True","13","2201374,07"
"EMPR0010","2003","2do Sueldo Anual Complementario","2","7","3","120002","True","17","5937133,26"
"EMPR0010","2004","SAC proporcional","1","7","3","120003","True","5","562179,49"
"EMPR0010","2010","Falta Injustificada","1","1","1","110000","True","3","-105387,60"
"EMPR0010","3000","Bono Productividad","2","3","1","160000","True","155","58174098,70"
"EMPR0010","3001","Plus Vacacional por día","2","6","2","150000","True","108","311308,07"
"EMPR0010","3050","Feriados","1","1","1","110007","True","101","670821,90"
"EMPR0010","3100","Diferencias y reajustes","1","1","1","110000","True","108","544581,00"
"EMPR0010","3300","Pagos SAC 1er Sem.","2","7","3","120001","True","8","-1470733,04"
"EMPR0010","3301","SAC 1er Semestre","2","7","3","120001","True","8","2706522,84"
"EMPR0010","4000","Refrigerio","4","9","1","520001","False","162","22025212,76"
"EMPR0010","4001","Suma No remunerativa","4","9","1","551000","False","162","21583071,76"
"EMPR0010","4002","Vacaciones no gozadas","4","9","2","520012","False","18","788606,66"
"EMPR0010","4003","SAC s/Vacaciones no gozadas","4","9","2","520018","False","15","38181,47"
"EMPR0010","4100","Ajuste No Remunerativo","4","9","2","550000","False","14","139425,00"
"EMPR0010","5000","Aporte para Jubilación","5","0","15","810000","False","225","-17717790,99"
"EMPR0010","5001","Aporte para INSSJP","5","0","18","810001","False","225","-4832124,85"
"EMPR0010","5002","Aporte Obra Social","5","0","16","810002","False","217","-4755854,35"
"EMPR0010","5003","Aporte Solidario SOEVA","5","0","17","810004","False","197","-2152083,66"
"EMPR0010","5004","Subsidio Sepelio","5","0","1","810005","False","154","-1473044,00"
"EMPR0010","5005","Adelanto, Anticipo","6","0","6","820000","False","59","-430614,00"
"EMPR0010","5006","Prepaga Descuento","6","0","16","820000","False","97","-147495,63"
"EMPR0010","5007","Aporte Obra Social","5","0","16","810002","False","8","-111132,67"
"EMPR0010","5008","Anticipo SAC","6","0","1","820000","False","16","-4767223,49"
"EMPR0010","9990","Redondeo","4","0","19","820000","False","228","17,21"
"EMPR0011","1000","Sueldo básico por día","1","1","1","110000","True","26","2599998,90"
"EMPR0011","2000","1er SAC","2","7","3","120001","True","2","74999,98"
"EMPR0011","2001","2do Sueldo Anual Complementario","2","7","3","120002","True","2","99999,95"
"EMPR0011","6000","Anticipo SAC","6","0","6","820000","False","3","-125000,00"
"EMPR0011","9990","Redondeo","4","0","19","820000","False","29","1,17"
"EMPR0012","1000","Sueldo básico por día","1","1","1","110000","True","22","40314501,55"
"EMPR0012","1999","1er SAC","2","7","3","120001","True","1","927759,00"
"EMPR0012","2000","2do Sueldo Anual Complementario","2","7","3","120002","True","2","1864283,01"
"EMPR0012","5000","Aporte para Jubilación","5","0","15","810000","False","25","-4741719,79"
"EMPR0012","5001","Aporte para INSSJP","5","0","18","810001","False","25","-1293196,31"
"EMPR0012","5002","Aporte Obra Social","5","0","16","810002","False","25","-1293196,31"
"EMPR0012","5003","Anticipo SAC","6","0","1","820000","False","2","-1104131,00"
"EMPR0012","7000","Dtos Prepaga","6","0","18","820000","False","13","-689887,14"
"EMPR0012","9990","Redondeo","4","0","19","820000","False","25","5,99"
"EMPR0013","10000","SUELDO BASICO","1","1","1","110000","True","186","155622051,17"
"EMPR0013","10010","SUELDO EVENTUALES","1","1","1","110000","True","176","32290183,19"
"EMPR0013","10020","DÍAS ENFERMEDAD","1","1","1","110000","True","113","2547060,97"
"EMPR0013","10030","DIAS LICENCIA ART","1","1","1","110000","True","1","569091,90"
"EMPR0013","10040","FALTA INJUSTIFICADA","1","1","1","110000","True","129","-317179,24"
"EMPR0013","10050","SANCION DISCIPLINARIA","1","1","1","110000","True","22","-32662,10"
"EMPR0013","10100","OTRAS LICENCIAS","1","1","1","110000","True","115","208862,83"
"EMPR0013","10200","FERIADO TRABAJADO","1","1","1","110000","True","104","1757035,04"
"EMPR0013","11000","ANTIGUEDAD UTHGRA","2","3","1","160001","True","183","2554121,41"
"EMPR0013","12000","COMPLEMENTO DE SERVICIO 12%","1","3","1","160000","True","229","20761475,42"
"EMPR0013","12010","ASISTENCIA PERFECTA 10%","1","4","1","170001","True","229","15203240,49"
"EMPR0013","12020","ADICIONAL ALIMENTACIÓN","2","3","1","160000","True","229","17392596,39"
"EMPR0013","12021","DESC. ADICIONAL ALIMENTACIÓN","2","3","1","160000","True","229","-17392596,39"
"EMPR0013","13800","BONO PRODUCTIVIDAD","2","3","1","160000","True","112","2389452,00"
"EMPR0013","13900","DIFERENCIAS Y REAJUSTES","1","1","1","110000","True","109","496220,40"
"EMPR0013","15000","DÍAS VACACIONES","1","6","1","150000","True","123","6934103,63"
"EMPR0013","15900","DÍAS NO TRABAJADOS","1","1","1","110000","True","132","-8144376,53"
"EMPR0013","17000","SAC PROPORCIONAL","1","7","1","120003","True","112","788851,57"
"EMPR0013","20001","JUBILACIÓN 11%","5","0","1","810000","False","279","-26389645,60"
"EMPR0013","20101","LEY 19032 3%","5","0","1","810001","False","279","-7197176,06"
"EMPR0013","20201","OBRA SOCIAL 3%","5","0","1","810002","False","269","-7062060,67"
"EMPR0013","20202","APORTE ADIC. OBRA SOCIAL","5","0","16","810002","False","139","-652622,43"
"EMPR0013","22001","CUOTA SINDICAL UTHGRA 2.5%","5","0","1","810004","False","276","-5831830,10"
"EMPR0013","22002","SEG. DE VIDA Y SEPELIO UTHGRA","5","0","18","810005","False","276","-2332732,04"
"EMPR0013","23102","DTO CUOTA SPORT CLUB","6","0","19","820000","False","116","-758980,00"
"EMPR0013","24001","ANTICIPO DE SUELDO","6","0","1","820000","False","141","-2676835,00"
"EMPR0013","40001","SUMA NO REM. UTHGRA","4","9","1","551000","False","196","6156037,78"
"EMPR0013","50030","VACACIONES NO GOZADAS","4","9","6","520012","False","96","696583,21"
"EMPR0013","50032","SAC/ VAC NO GOZADAS","4","9","1","520018","False","4","31890,64"
"EMPR0013","99999","REDONDEO","4","0","19","820000","False","278","10,04"
"EMPR0013","999991600","Feriados","1","1","1","110007","True","157","3836254,86"
"EMPR0013","999992999","Adic. Retroactivo","2","3","1","160000","True","14","37988,00"
"EMPR0013","999993000","Art.123: 2do SAC proporcional","2","7","3","120003","True","91","86372,69"
"EMPR0013","999993001","2do Sueldo Anual Complementario","2","7","3","120002","True","121","7925051,73"
"EMPR0013","999993003","SAC 1er Semestre","1","7","3","120001","True","87","274702,94"
"EMPR0013","999993004","SAC PROPORCIONAL","2","7","3","120002","True","93","24235,87"
"EMPR0013","999993700","Ajuste Retro 09 y 10-25","2","3","1","160000","True","38","1194256,42"
"EMPR0013","999993800","Fallo de Caja","2","3","1","160000","True","98","75418,00"
"EMPR0013","999993900","Pago SAC 1er Semestre","2","7","3","120001","True","1","-274702,94"
"EMPR0013","999993901","SAC 1er Semestre","2","7","3","120001","True","87","330979,41"
"EMPR0013","999993902","Ajuste SAC 1er Semestre","2","7","3","120001","True","96","935117,50"
"EMPR0013","999995007","Anticipo SAC","6","0","1","820000","False","120","-2705406,50"
"EMPR0014","1000","Sueldo básico","1","1","1","110000","True","45","13186679,74"
"EMPR0014","1001","Feriados","1","1","1","110000","True","42","478293,90"
"EMPR0014","1002","Dias no trabajados","1","1","1","110000","True","28","-141075,78"
"EMPR0014","1003","Vacaciones","2","6","2","150000","True","28","0,00"
"EMPR0014","1004","Dias Enfermedad","1","1","1","110000","True","28","65111,90"
"EMPR0014","1005","Falta Injustificada","1","1","1","110000","True","6","-21334,55"
"EMPR0014","2002","Antigüedad","2","3","1","160001","True","28","0,00"
"EMPR0014","2003","Presentismo, Puntualidad","2","4","1","170001","True","45","1092220,63"
"EMPR0014","3000","SAC proporcional","2","7","3","120003","True","11","810132,84"
"EMPR0014","3001","2do Sueldo Anual Complementario","2","7","3","120002","True","15","384560,79"
"EMPR0014","4001","Suma No Remunerativa","4","9","1","551000","False","44","3796209,09"
"EMPR0014","4002","Antiguedad No rem","4","9","1","0","False","28","0,00"
"EMPR0014","4003","Presentismo no rem","4","9","1","551000","False","44","309231,35"
"EMPR0014","4004","Vacaciones no gozadas","4","9","6","520012","False","10","763329,66"
"EMPR0014","4005","SAC no Rem","4","9","2","520018","False","26","338801,59"
"EMPR0014","4006","SAC Vac n/Gozadas","4","9","1","520018","False","5","39067,15"
"EMPR0014","5000","Aporte para Jubilación","5","0","15","810000","False","51","-1744004,89"
"EMPR0014","5001","Aporte para INSSJP","5","0","18","810001","False","51","-475637,72"
"EMPR0014","5002","Aporte Obra Social","5","0","16","810002","False","32","-899001,42"
"EMPR0014","5003","Anticipo SAC","6","0","1","820000","False","33","0,00"
"EMPR0014","5004","Aporte Sindicato","5","0","1","810004","False","51","-405976,67"
"EMPR0014","5005","Faecys","5","0","1","810004","False","51","-101494,21"
"EMPR0014","5006","Aporte Osecac","5","8","16","810002","False","32","-3100,00"
"EMPR0014","5007","Adelanto, Anticipo","6","0","6","820000","False","44","-390000,00"
"EMPR0014","5008","Aporte Obra Social","5","0","16","810002","False","20","-469734,85"
"EMPR0014","5009","Anticipo SAC","6","0","1","0","False","6","-154387,00"
"EMPR0014","9990","Redondeo","4","0","19","820000","False","51","-1,55"
